ï»¿transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1941,1/6/2025,6:14:00,48,Female,57,Clothing,2,25,12,50
136,12/26/2024,8:59:00,25,Male,44,Electronics,2,300,141,600
175,1/25/2025,10:02:00,23,Female,31,Electronics,4,25,13,100
663,8/16/2025,6:32:00,133,Male,23,Clothing,4,300,87,1200
748,3/1/2025,9:35:00,132,Male,25,Clothing,3,50,24,150
806,1/22/2025,8:08:00,14,Female,35,Beauty,3,300,165,900
1136,7/2/2025,8:41:00,93,Male,44,Electronics,2,300,81,600
1175,6/2/2025,6:38:00,103,Female,31,Electronics,4,25,12,100
1663,12/7/2025,7:04:00,33,Male,23,Clothing,4,300,81,1200
1748,3/2/2025,10:24:00,119,Male,25,Clothing,3,50,16,150
1806,6/14/2025,10:13:00,61,Female,35,Beauty,3,300,102,900
38,2/25/2025,11:39:00,147,Male,38,Beauty,4,50,26,200
313,12/16/2024,10:03:00,11,Female,55,Beauty,3,500,140,1500
402,7/12/2025,8:45:00,63,Female,41,Clothing,2,300,135,600
459,5/23/2025,7:12:00,122,Male,28,Clothing,4,300,75,1200
1038,12/30/2024,9:09:00,11,Male,38,Beauty,4,50,21,200
1313,6/4/2025,9:22:00,10,Female,55,Beauty,3,500,170,1500
1402,6/24/2025,6:47:00,110,Female,41,Clothing,2,300,156,600
1459,11/10/2025,6:46:00,13,Male,28,Clothing,4,300,144,1200
161,7/1/2025,6:58:00,104,Male,64,Beauty,2,500,195,1000
328,10/29/2025,6:56:00,9,Male,39,Beauty,2,50,27,100
383,3/24/2025,8:53:00,64,Female,46,Beauty,3,30,8,90
973,9/3/2025,8:44:00,51,Male,60,Clothing,1,50,13,50
978,7/27/2025,9:58:00,16,Female,53,Clothing,3,50,19,150
1161,6/29/2025,11:06:00,30,Male,64,Beauty,2,500,160,1000
1328,12/10/2025,7:49:00,60,Male,39,Beauty,2,50,25,100
1383,9/6/2025,9:13:00,68,Female,46,Beauty,3,30,14,90
1973,8/19/2025,10:10:00,22,Male,60,Clothing,1,50,22,50
1978,8/31/2025,11:59:00,41,Female,53,Clothing,3,50,16,150
33,12/24/2024,7:40:00,33,Female,50,Electronics,2,50,21,100
138,4/27/2025,10:56:00,127,Male,49,Clothing,4,50,27,200
471,3/8/2025,10:21:00,136,Male,32,Clothing,3,50,13,150
636,5/9/2025,6:15:00,60,Female,21,Beauty,3,500,230,1500
1033,4/12/2025,6:52:00,32,Female,50,Electronics,2,50,19,100
1138,10/16/2025,11:59:00,27,Male,49,Clothing,4,50,15,200
1471,6/25/2025,10:34:00,30,Male,32,Clothing,3,50,13,150
1636,7/22/2025,11:26:00,50,Female,21,Beauty,3,500,150,1500
177,3/24/2025,8:40:00,30,Male,45,Beauty,2,50,27,100
426,12/13/2025,8:11:00,137,Male,23,Electronics,3,50,13,150
1177,2/20/2025,9:19:00,89,Male,45,Beauty,2,50,15,100
1426,12/12/2025,11:32:00,114,Male,23,Electronics,3,50,25,150
76,9/9/2025,7:33:00,70,Female,22,Electronics,2,50,15,100
91,4/14/2025,6:31:00,152,Female,55,Electronics,1,500,235,500
461,7/18/2025,10:33:00,21,Female,18,Beauty,2,500,265,1000
764,11/7/2025,8:46:00,47,Female,40,Clothing,1,25,11,25
1076,7/14/2025,11:09:00,99,Female,22,Electronics,2,50,15,100
1091,7/15/2025,8:46:00,139,Female,55,Electronics,1,500,235,500
1461,5/1/2025,8:43:00,63,Female,18,Beauty,2,500,180,1000
1764,11/2/2025,11:04:00,13,Female,40,Clothing,1,25,12,25
202,1/25/2025,6:24:00,61,Female,34,Clothing,4,300,120,1200
301,7/30/2025,10:58:00,104,Male,30,Clothing,4,30,10,120
703,7/31/2025,9:56:00,140,Male,34,Electronics,2,50,19,100
1202,11/13/2025,6:56:00,89,Female,34,Clothing,4,300,144,1200
1301,9/24/2025,9:58:00,70,Male,30,Clothing,4,30,11,120
1703,6/10/2025,8:36:00,2,Male,34,Electronics,2,50,17,100
294,10/9/2025,9:24:00,89,Female,23,Clothing,3,30,15,90
760,6/26/2025,7:59:00,14,Male,27,Beauty,1,500,125,500
1294,1/24/2025,11:24:00,8,Female,23,Clothing,3,30,11,90
1760,8/23/2025,7:26:00,44,Male,27,Beauty,1,500,230,500
575,12/12/2025,10:29:00,14,Male,60,Clothing,2,50,23,100
1575,7/28/2025,11:54:00,26,Male,60,Clothing,2,50,23,100
88,2/16/2025,8:31:00,122,Male,56,Clothing,1,500,185,500
1088,9/14/2025,7:00:00,6,Male,56,Clothing,1,500,155,500
975,1/9/2025,7:41:00,145,Female,56,Clothing,4,50,20,200
1975,8/21/2025,10:48:00,63,Female,56,Clothing,4,50,26,200
553,3/20/2025,6:17:00,106,Male,24,Clothing,4,300,81,1200
1553,1/29/2025,8:46:00,42,Male,24,Clothing,4,300,99,1200
462,8/26/2025,10:04:00,71,Male,63,Electronics,4,300,132,1200
614,2/13/2025,6:28:00,61,Female,39,Beauty,4,300,120,1200
808,11/22/2025,7:18:00,30,Male,33,Beauty,4,500,195,2000
1462,11/13/2025,10:42:00,124,Male,63,Electronics,4,300,114,1200
1614,8/23/2025,11:37:00,135,Female,39,Beauty,4,300,105,1200
1808,2/12/2025,10:48:00,109,Male,33,Beauty,4,500,210,2000
166,1/28/2025,11:42:00,32,Male,34,Clothing,4,500,225,2000
465,2/22/2025,11:52:00,40,Female,43,Electronics,3,50,16,150
502,7/22/2025,11:00:00,31,Male,43,Electronics,3,50,23,150
905,10/1/2025,6:27:00,96,Male,58,Beauty,1,300,111,300
1166,7/19/2025,7:45:00,65,Male,34,Clothing,4,500,245,2000
1465,4/17/2025,9:36:00,131,Female,43,Electronics,3,50,26,150
1502,4/8/2025,8:30:00,152,Male,43,Electronics,3,50,18,150
1905,8/29/2025,6:07:00,26,Male,58,Beauty,1,300,102,300
280,11/17/2025,9:35:00,76,Female,37,Clothing,3,500,240,1500
719,7/2/2025,7:19:00,37,Female,42,Clothing,2,30,12,60
834,11/26/2025,6:55:00,13,Female,56,Beauty,2,30,15,60
1280,8/24/2025,9:15:00,116,Female,37,Clothing,3,500,255,1500
1719,12/28/2024,7:29:00,4,Female,42,Clothing,2,30,11,60
1834,4/14/2025,6:53:00,102,Female,56,Beauty,2,30,13,60
891,1/9/2025,6:43:00,24,Male,41,Electronics,3,300,99,900
928,11/5/2025,10:20:00,54,Female,35,Clothing,4,300,90,1200
1891,12/22/2024,6:11:00,81,Male,41,Electronics,3,300,105,900
1928,7/29/2025,6:39:00,93,Female,35,Clothing,4,300,75,1200
332,4/24/2025,11:28:00,138,Male,58,Electronics,4,300,105,1200
1332,12/4/2025,10:02:00,146,Male,58,Electronics,4,300,123,1200
255,10/15/2025,11:44:00,19,Male,48,Clothing,1,30,15,30
275,3/5/2025,11:34:00,2,Male,43,Clothing,2,500,260,1000
314,10/15/2025,7:37:00,1,Male,52,Clothing,4,30,8,120
517,8/20/2025,8:54:00,3,Female,47,Clothing,4,25,9,100
847,1/10/2025,8:42:00,2,Female,18,Electronics,4,300,162,1200
1255,1/20/2025,7:08:00,4,Male,48,Clothing,1,30,8,30
1275,3/2/2025,8:48:00,5,Male,43,Clothing,2,500,250,1000
1314,5/23/2025,10:26:00,2,Male,52,Clothing,4,30,16,120
1517,2/21/2025,8:46:00,2,Female,47,Clothing,4,25,7,100
1847,7/28/2025,7:14:00,5,Female,18,Electronics,4,300,123,1200
61,7/7/2025,11:47:00,4,Male,21,Beauty,4,50,20,200
274,4/14/2025,7:12:00,4,Female,23,Clothing,2,500,150,1000
486,12/2/2025,9:47:00,4,Female,35,Electronics,1,25,7,25
548,4/14/2025,7:00:00,4,Female,51,Clothing,2,30,16,60
886,12/11/2025,11:25:00,4,Male,37,Electronics,3,300,165,900
892,9/13/2025,11:39:00,1,Male,20,Electronics,1,50,24,50
1061,9/18/2025,7:56:00,3,Male,21,Beauty,4,50,13,200
1274,10/6/2025,9:01:00,2,Female,23,Clothing,2,500,185,1000
1486,11/22/2025,8:58:00,4,Female,35,Electronics,1,25,9,25
1548,1/13/2025,8:15:00,1,Female,51,Clothing,2,30,13,60
1886,7/26/2025,11:51:00,1,Male,37,Electronics,3,300,147,900
1892,10/1/2025,7:22:00,3,Male,20,Electronics,1,50,24,50
601,6/5/2025,9:23:00,5,Male,19,Clothing,1,30,13,30
901,8/2/2025,6:38:00,2,Male,31,Electronics,1,30,12,30
1601,9/14/2025,11:48:00,1,Male,19,Clothing,1,30,14,30
1901,11/29/2025,11:05:00,4,Male,31,Electronics,1,30,8,30
527,4/21/2025,11:35:00,1,Male,57,Clothing,2,25,12,50
1527,9/29/2025,8:30:00,1,Male,57,Clothing,2,25,12,50
23,9/28/2025,7:05:00,4,Female,35,Clothing,4,30,15,120
174,11/15/2025,6:07:00,2,Female,39,Beauty,1,300,126,300
589,7/8/2025,7:11:00,5,Female,36,Beauty,2,500,145,1000
774,11/6/2025,9:04:00,2,Female,40,Clothing,2,25,7,50
1000,4/1/2025,10:22:00,1,Male,47,Electronics,4,30,8,120
1023,5/23/2025,8:40:00,5,Female,35,Clothing,4,30,8,120
1174,5/17/2025,6:55:00,2,Female,39,Beauty,1,300,132,300
1589,7/1/2025,6:30:00,5,Female,36,Beauty,2,500,145,1000
1774,3/9/2025,6:48:00,2,Female,40,Clothing,2,25,8,50
2000,3/31/2025,6:38:00,4,Male,47,Electronics,4,30,11,120
210,10/7/2025,8:50:00,2,Male,37,Electronics,4,50,19,200
478,7/24/2025,11:13:00,3,Female,58,Clothing,2,30,8,60
745,8/14/2025,7:30:00,3,Male,54,Beauty,2,50,17,100
1210,3/10/2025,10:02:00,5,Male,37,Electronics,4,50,13,200
1478,8/31/2025,9:18:00,1,Female,58,Clothing,2,30,14,60
1745,9/28/2025,10:38:00,4,Male,54,Beauty,2,50,21,100
354,12/16/2024,7:58:00,5,Female,49,Beauty,4,50,25,200
408,12/22/2024,8:18:00,4,Female,64,Beauty,1,500,140,500
1354,9/17/2025,9:34:00,5,Female,49,Beauty,4,50,27,200
1408,8/28/2025,8:17:00,2,Female,64,Beauty,1,500,250,500
674,3/30/2025,11:10:00,2,Female,38,Clothing,1,300,84,300
1674,11/22/2025,9:21:00,1,Female,38,Clothing,1,300,123,300
967,8/4/2025,10:13:00,4,Male,62,Bea,1,25,13,25
1967,2/23/2025,8:28:00,4,Male,62,Beauty,1,25,12,25
79,4/13/2025,10:15:00,1,Male,34,Beauty,1,300,96,300
406,4/1/2025,11:50:00,3,Female,22,Beauty,4,25,11,100
450,12/1/2025,6:35:00,2,Female,59,Beauty,2,25,11,50
562,11/9/2025,9:26:00,3,Male,54,Electronics,2,25,7,50
1079,8/21/2025,6:45:00,1,Male,34,Beauty,1,300,117,300
1406,6/22/2025,8:45:00,2,Female,22,Beauty,4,25,10,100
1450,7/16/2025,8:52:00,1,Female,59,Beauty,2,25,10,50
1562,11/26/2025,10:21:00,5,Male,54,Electronics,2,25,13,50
108,1/24/2025,9:38:00,5,Female,27,Beauty,3,25,14,75
111,4/15/2025,9:45:00,5,Female,34,Electronics,3,500,130,1500
207,8/6/2025,8:34:00,3,Female,42,Beauty,2,25,10,50
724,6/14/2025,6:56:00,3,Male,61,Clothing,3,50,20,150
836,6/21/2025,6:32:00,2,Female,22,Clothing,1,50,28,50
969,11/27/2025,11:47:00,2,Female,40,Clothing,3,300,84,900
1108,7/8/2025,10:27:00,1,Female,27,Beauty,3,25,10,75
1111,4/30/2025,21:34:00,2,Female,34,Electronics,3,500,185,1500
1207,6/30/2025,21:48:00,3,Female,42,Beauty,2,25,10,50
1724,9/15/2025,20:53:00,4,Male,61,Clothing,3,50,17,150
1836,2/13/2025,17:19:00,3,Female,22,Clothing,1,50,24,50
1969,3/5/2025,19:34:00,4,Female,40,Clothing,3,300,126,900
246,12/7/2025,20:05:00,4,Female,48,Electronics,2,25,13,50
298,10/5/2025,19:05:00,3,Male,27,Beauty,4,300,84,1200
374,10/27/2025,17:45:00,4,Female,59,Beauty,3,25,8,75
572,12/13/2025,18:33:00,5,Male,31,Clothing,4,500,185,2000
665,10/3/2025,22:49:00,1,Male,57,Clothing,1,50,19,50
1246,4/26/2025,22:54:00,3,Female,48,Electronics,2,25,12,50
1298,5/2/2025,19:51:00,1,Male,27,Beauty,4,300,120,1200
1374,3/23/2025,22:03:00,3,Female,59,Beauty,3,25,8,75
1572,6/18/2025,22:20:00,1,Male,31,Clothing,4,500,175,2000
1665,11/1/2025,19:38:00,4,Male,57,Clothing,1,50,14,50
39,7/11/2025,22:44:00,5,Male,23,Clothing,4,30,9,120
893,4/29/2025,18:52:00,1,Male,49,Electronics,1,50,17,50
1039,12/3/2025,20:01:00,1,Male,23,Clothing,4,30,14,120
1893,2/25/2025,17:04:00,3,Male,49,Electronics,1,50,23,50
17,2/25/2025,21:08:00,3,Female,27,Clothing,4,25,13,100
316,2/1/2025,17:25:00,3,Female,48,Clothing,2,25,14,50
755,11/27/2025,20:07:00,1,Female,58,Clothing,3,25,7,75
1017,9/5/2025,18:41:00,2,Female,27,Clothing,4,25,12,100
1316,7/21/2025,17:11:00,1,Female,48,Clothing,2,25,12,50
1755,5/23/2025,21:47:00,2,Female,58,Clothing,3,25,8,75
28,12/11/2025,22:34:00,3,Female,43,Beauty,1,500,150,500
98,4/9/2025,19:41:00,1,Female,55,Beauty,2,50,20,100
129,4/17/2025,17:42:00,1,Female,21,Beauty,2,300,75,600
230,3/26/2025,17:44:00,5,Male,54,Beauty,1,25,13,25
613,5/8/2025,17:23:00,2,Female,52,Clothing,3,30,11,90
691,5/12/2025,21:09:00,5,Female,51,Clothing,3,30,15,90
693,6/8/2025,17:12:00,1,Male,41,Beauty,3,500,270,1500
1028,3/9/2025,18:09:00,1,Female,43,Beauty,1,500,250,500
1098,7/6/2025,22:34:00,3,Female,55,Beauty,2,50,20,100
1129,9/8/2025,21:46:00,1,Female,21,Beauty,2,300,156,600
1230,12/4/2025,21:24:00,1,Male,54,Beauty,1,25,13,25
1613,12/14/2025,21:58:00,4,Female,52,Clothing,3,30,10,90
1691,1/7/2025,20:01:00,1,Female,51,Clothing,3,30,14,90
1693,2/20/2025,18:21:00,1,Male,41,Beauty,3,500,130,1500
477,12/3/2025,17:24:00,3,Male,43,Clothing,4,30,16,120
863,11/12/2025,22:40:00,4,Female,30,Electronics,2,25,11,50
1477,1/8/2025,21:59:00,3,Male,43,Clothing,4,30,16,120
1863,5/26/2025,22:33:00,4,Female,30,Electronics,2,25,10,50
6,11/15/2025,22:16:00,2,Female,45,Beauty,1,30,15,30
483,2/6/2025,17:25:00,2,Male,55,Clothing,1,30,8,30
738,2/5/2025,18:24:00,5,Male,41,Clothing,2,50,26,100
1006,10/29/2025,19:23:00,2,Female,45,Beauty,1,30,14,30
1483,3/5/2025,19:53:00,1,Male,55,Clothing,1,30,9,30
1738,11/12/2025,21:33:00,1,Male,41,Clothing,2,50,16,100
222,1/7/2025,18:56:00,4,Male,51,Clothing,4,30,11,120
588,10/18/2025,17:54:00,5,Male,38,Electronics,2,30,14,60
953,7/2/2025,17:58:00,1,Male,45,Beauty,3,30,13,90
1222,9/17/2025,18:15:00,3,Male,51,Clothing,4,30,11,120
1588,6/25/2025,21:29:00,4,Male,38,Electronics,2,30,13,60
1953,5/15/2025,17:34:00,3,Male,45,Beauty,3,30,10,90
66,6/18/2025,22:49:00,3,Female,45,Electronics,1,30,9,30
482,8/12/2025,18:57:00,3,Female,28,Clothing,4,300,141,1200
903,7/27/2025,22:14:00,3,Female,51,Beauty,4,50,14,200
1066,10/6/2025,18:11:00,4,Female,45,Electronics,1,30,8,30
1482,2/10/2025,22:22:00,1,Female,28,Clothing,4,300,114,1200
1903,7/27/2025,21:44:00,5,Female,51,Beauty,4,50,19,200
102,4/17/2025,21:34:00,5,Female,47,Beauty,2,25,7,50
228,4/3/2025,20:26:00,4,Female,59,Electronics,2,30,11,60
236,4/1/2025,22:18:00,5,Female,54,Clothing,1,25,7,25
1102,8/21/2025,18:04:00,5,Female,47,Beauty,2,25,7,50
1228,6/24/2025,21:37:00,5,Female,59,Electronics,2,30,11,60
1236,8/9/2025,18:19:00,4,Female,54,Clothing,1,25,9,25
660,7/29/2025,18:46:00,2,Female,38,Beauty,2,500,270,1000
884,2/18/2025,20:31:00,1,Female,26,Clothing,2,30,8,60
987,11/8/2025,18:45:00,1,Female,30,Clothing,3,300,165,900
1660,9/23/2025,20:27:00,2,Female,38,Beauty,2,500,160,1000
1884,7/9/2025,21:45:00,2,Female,26,Clothing,2,30,11,60
1987,5/26/2025,18:18:00,2,Female,30,Clothing,3,300,129,900
18,9/6/2025,19:13:00,5,Female,47,Electronics,2,25,13,50
69,11/14/2025,22:44:00,1,Female,56,Beauty,3,25,9,75
995,3/4/2025,22:38:00,4,Female,41,Clothing,1,30,10,30
1018,7/6/2025,19:13:00,4,Female,47,Electronics,2,25,13,50
1069,10/13/2025,19:05:00,2,Female,56,Beauty,3,25,7,75
1995,12/10/2025,22:18:00,5,Female,41,Clothing,1,30,15,30
337,8/22/2025,17:56:00,1,Male,38,Clothing,1,500,275,500
585,6/6/2025,21:49:00,3,Female,24,Clothing,1,25,14,25
652,10/31/2025,17:05:00,4,Female,34,Beauty,2,50,21,100
1337,7/21/2025,19:56:00,2,Male,38,Clothing,1,500,225,500
1585,10/5/2025,20:00:00,2,Female,24,Clothing,1,25,7,25
1652,11/16/2025,20:00:00,2,Female,34,Beauty,2,50,21,100
242,10/1/2025,18:28:00,1,Male,21,Clothing,1,25,8,25
293,5/27/2025,19:04:00,4,Male,50,Electronics,3,30,10,90
460,5/1/2025,23:00:00,2,Male,40,Beauty,1,50,19,50
1242,11/27/2025,18:32:00,5,Male,21,Clothing,1,25,11,25
1293,7/1/2025,18:52:00,3,Male,50,Electronics,3,30,14,90
1460,1/25/2025,19:42:00,4,Male,40,Beauty,1,50,22,50
188,8/31/2025,18:50:00,3,Male,40,Clothing,3,25,9,75
357,5/18/2025,18:57:00,4,Female,40,Electronics,3,25,8,75
646,5/26/2025,21:02:00,3,Male,38,Clothing,3,30,14,90
749,7/26/2025,20:33:00,2,Male,42,Beauty,1,30,8,30
974,12/28/2024,18:39:00,3,Male,47,Beauty,1,30,12,30
1188,6/4/2025,22:43:00,2,Male,40,Clothing,3,25,11,75
1357,3/20/2025,19:14:00,3,Female,40,Electronics,3,25,12,75
1646,1/18/2025,19:43:00,1,Male,38,Clothing,3,30,16,90
1749,5/7/2025,19:55:00,2,Male,42,Beauty,1,30,9,30
1974,2/19/2025,20:20:00,3,Male,47,Beauty,1,30,13,30
190,1/25/2025,17:56:00,2,Female,60,Beauty,3,30,11,90
849,6/25/2025,19:33:00,5,Male,32,Clothing,2,25,13,50
853,5/14/2025,22:29:00,3,Male,21,Beauty,2,500,155,1000
1190,9/29/2025,21:00:00,4,Female,60,Beauty,3,30,11,90
1849,7/21/2025,22:42:00,1,Male,32,Clothing,2,25,12,50
1853,5/29/2025,18:39:00,2,Male,21,Beauty,2,500,190,1000
252,5/5/2025,17:37:00,1,Male,54,Electronics,1,300,84,300
606,6/13/2025,20:19:00,2,Male,22,Electronics,1,50,20,50
779,5/15/2025,19:19:00,3,Female,56,Electronics,2,500,155,1000
824,2/25/2025,19:10:00,3,Male,63,Clothing,4,30,9,120
866,7/6/2025,18:16:00,4,Male,24,Electronics,1,50,23,50
1252,12/30/2024,20:18:00,5,Male,54,Electronics,1,300,117,300
1606,10/19/2025,19:52:00,2,Male,22,Electronics,1,50,27,50
1779,1/2/2025,19:45:00,3,Female,56,Electronics,2,500,190,1000
1824,1/24/2025,20:19:00,4,Male,63,Clothing,4,30,13,120
1866,8/17/2025,22:38:00,5,Male,24,Electronics,1,50,20,50
5,9/5/2025,22:10:00,3,Male,30,Beauty,2,50,24,100
90,9/10/2025,17:53:00,3,Female,51,Electronics,1,30,14,30
380,8/30/2025,22:26:00,2,Male,56,Electronics,2,300,102,600
593,1/18/2025,22:05:00,2,Male,35,Electronics,2,30,13,60
820,2/17/2025,22:49:00,1,Male,49,Electronics,4,50,24,200
1005,8/12/2025,20:38:00,2,Male,30,Beauty,2,50,18,100
1090,2/18/2025,19:54:00,4,Female,51,Electronics,1,30,8,30
1380,2/9/2025,19:45:00,3,Male,56,Electronics,2,300,159,600
1593,2/24/2025,22:39:00,5,Male,35,Electronics,2,30,14,60
1820,5/13/2025,21:31:00,1,Male,49,Electronics,4,50,22,200
120,3/31/2025,19:35:00,4,Male,60,Beauty,1,50,13,50
221,11/27/2025,21:01:00,3,Male,39,Beauty,2,300,111,600
341,1/20/2025,17:06:00,5,Male,31,Clothing,4,50,19,200
640,12/25/2024,20:05:00,3,Female,51,Electronics,4,30,13,120
744,5/23/2025,18:02:00,1,Male,40,Electronics,1,25,7,25
1120,3/2/2025,19:32:00,4,Male,60,Beauty,1,50,27,50
1221,9/14/2025,22:57:00,5,Male,39,Beauty,2,300,114,600
1341,1/30/2025,22:10:00,1,Male,31,Clothing,4,50,21,200
1640,6/10/2025,19:44:00,5,Female,51,Electronics,4,30,14,120
1744,7/7/2025,21:49:00,4,Male,40,Electronics,1,25,9,25
273,9/26/2025,20:24:00,1,Female,22,Beauty,1,50,15,50
283,6/1/2025,20:08:00,3,Female,18,Electronics,1,500,165,500
452,1/30/2025,22:41:00,4,Female,48,Clothing,3,500,240,1500
469,3/21/2025,19:24:00,4,Male,18,Beauty,3,25,9,75
620,11/6/2025,20:59:00,4,Male,63,Electronics,3,25,7,75
946,8/8/2025,20:15:00,2,Male,62,Electronics,4,500,235,2000
1273,6/20/2025,20:39:00,1,Female,22,Beauty,1,50,26,50
1283,10/14/2025,20:15:00,1,Female,18,Electronics,1,500,130,500
1452,8/6/2025,17:41:00,3,Female,48,Clothing,3,500,185,1500
1469,12/8/2025,17:22:00,3,Male,18,Beauty,3,25,13,75
1620,2/3/2025,22:48:00,5,Male,63,Electronics,3,25,8,75
1946,7/27/2025,20:48:00,5,Male,62,Electronics,4,500,165,2000
148,7/3/2025,20:39:00,5,Male,18,Clothing,2,30,10,60
414,5/10/2025,19:40:00,1,Male,48,Beauty,4,25,10,100
883,8/20/2025,20:43:00,5,Male,40,Electronics,1,500,245,500
1148,8/11/2025,22:04:00,2,Male,18,Clothing,2,30,11,60
1414,11/22/2025,21:28:00,4,Male,48,Beauty,4,25,11,100
1883,9/20/2025,17:54:00,3,Male,40,Electronics,1,500,200,500
731,9/30/2025,18:49:00,1,Male,54,Clothing,4,500,165,2000
930,1/12/2025,17:54:00,1,Male,54,Clothing,4,50,26,200
1731,12/19/2024,17:41:00,3,Male,54,Clothing,4,500,195,2000
1930,12/21/2024,19:58:00,5,Male,54,Clothing,4,50,13,200
518,7/31/2025,17:01:00,2,Female,40,Clothing,1,30,16,30
1518,5/18/2025,20:03:00,3,Female,40,Clothing,1,30,13,30
758,4/23/2025,18:30:00,1,Male,64,Clothing,4,25,7,100
1758,7/22/2025,18:19:00,3,Male,64,Clothing,4,25,8,100
639,8/1/2025,19:47:00,4,Female,62,Beauty,4,50,27,200
838,9/30/2025,21:20:00,1,Male,47,Electronics,2,300,153,600
1639,12/20/2024,18:13:00,5,Female,62,Beauty,4,50,24,200
1838,6/28/2025,17:06:00,4,Male,47,Electronics,2,300,102,600
353,3/18/2025,21:35:00,5,Male,31,Electronics,1,500,270,500
501,6/28/2025,20:21:00,2,Male,39,Electronics,2,30,9,60
721,6/23/2025,17:10:00,5,Female,52,Clothing,1,500,145,500
1353,9/4/2025,21:59:00,3,Male,31,Electronics,1,500,235,500
1501,1/31/2025,18:00:00,1,Male,39,Electronics,2,30,14,60
1721,1/21/2025,22:42:00,3,Female,52,Clothing,1,500,215,500
123,8/11/2025,19:00:00,3,Female,40,Electronics,2,30,12,60
164,2/28/2025,18:26:00,3,Female,47,Beauty,3,500,185,1500
425,6/11/2025,18:28:00,2,Female,55,Electronics,4,30,16,120
1123,12/11/2025,21:04:00,1,Female,40,Electronics,2,30,11,60
1164,4/7/2025,20:53:00,1,Female,47,Beauty,3,500,245,1500
1425,12/2/2025,22:15:00,1,Female,55,Electronics,4,30,10,120
48,10/6/2025,17:34:00,2,Male,54,Electronics,3,300,123,900
118,3/13/2025,20:07:00,3,Female,30,Electronics,4,500,270,2000
203,3/12/2025,21:33:00,4,Male,56,Clothing,2,500,175,1000
305,3/22/2025,22:09:00,4,Female,18,Beauty,1,30,14,30
358,10/12/2025,18:32:00,4,Female,32,Beauty,1,300,132,300
376,1/29/2025,18:21:00,4,Female,64,Beauty,1,30,12,30
398,2/23/2025,21:17:00,5,Female,48,Clothing,2,300,114,600
411,7/25/2025,20:04:00,3,Male,62,Electronics,4,50,25,200
504,3/31/2025,18:07:00,4,Female,38,Beauty,3,50,22,150
970,5/25/2025,18:13:00,2,Male,59,Electronics,4,500,220,2000
996,7/3/2025,17:38:00,2,Male,62,Clothing,1,50,14,50
1048,7/12/2025,19:14:00,3,Male,54,Electronics,3,300,93,900
1118,10/13/2025,17:24:00,1,Female,30,Electronics,4,500,170,2000
1203,11/26/2025,18:36:00,2,Male,56,Clothing,2,500,145,1000
1305,4/5/2025,18:24:00,5,Female,18,Beauty,1,30,8,30
1358,5/4/2025,21:40:00,5,Female,32,Beauty,1,300,156,300
1376,7/15/2025,19:49:00,3,Female,64,Beauty,1,30,10,30
1398,7/19/2025,17:20:00,1,Female,48,Clothing,2,300,120,600
1411,11/24/2025,20:27:00,1,Male,62,Electronics,4,50,26,200
1504,1/25/2025,17:01:00,4,Female,38,Beauty,3,50,26,150
1970,5/22/2025,17:44:00,5,Male,59,Electronics,4,500,230,2000
1996,12/7/2025,18:49:00,2,Male,62,Clothing,1,50,25,50
81,6/7/2025,22:48:00,4,Male,40,Electronics,1,50,15,50
155,7/18/2025,18:05:00,3,Male,31,Electronics,4,500,150,2000
470,12/26/2024,18:58:00,4,Female,57,Clothing,2,500,165,1000
1081,6/27/2025,22:23:00,5,Male,40,Electronics,1,50,17,50
1155,12/3/2025,18:22:00,3,Male,31,Electronics,4,500,255,2000
1470,6/26/2025,19:47:00,1,Female,57,Clothing,2,500,165,1000
106,5/17/2025,18:58:00,1,Female,46,Clothing,1,50,15,50
818,5/29/2025,18:56:00,4,Male,30,Electronics,1,500,265,500
1106,8/12/2025,17:50:00,3,Female,46,Clothing,1,50,14,50
1818,9/20/2025,17:29:00,4,Male,30,Electronics,1,500,150,500
94,3/13/2025,22:39:00,5,Female,47,Beauty,2,500,250,1000
811,4/15/2025,18:34:00,2,Male,61,Beauty,2,25,7,50
881,12/21/2024,20:52:00,4,Male,22,Electronics,1,300,99,300
1094,6/15/2025,20:34:00,1,Female,47,Beauty,2,500,210,1000
1811,12/9/2025,21:58:00,5,Male,61,Beauty,2,25,9,50
1881,7/11/2025,17:23:00,5,Male,22,Electronics,1,300,147,300
403,4/22/2025,19:31:00,5,Male,32,Clothing,2,300,78,600
653,11/25/2025,22:53:00,3,Male,54,Clothing,3,25,9,75
694,6/30/2025,17:47:00,3,Female,39,Electronics,2,25,10,50
1403,3/25/2025,18:20:00,4,Male,32,Clothing,2,300,162,600
1653,7/23/2025,19:34:00,2,Male,54,Clothing,3,25,13,75
1694,1/10/2025,19:22:00,4,Female,39,Electronics,2,25,10,50
4,8/27/2025,18:12:00,3,Male,37,Clothing,1,500,200,500
647,3/1/2025,19:53:00,5,Male,59,Clothing,3,500,190,1500
911,7/15/2025,17:29:00,3,Male,42,Electronics,3,300,84,900
1004,1/11/2025,21:46:00,2,Male,37,Clothing,1,500,230,500
1647,5/1/2025,20:26:00,5,Male,59,Clothing,3,500,240,1500
1911,12/13/2025,18:33:00,4,Male,42,Electronics,3,300,75,900
419,3/31/2025,19:18:00,5,Female,44,Clothing,3,30,12,90
